Transcript_Chr	Transcript_Start	Transcript_End	Strand	log2FoldChange	logCPM	P-value	FDR	DEG	Exposure	Sex	Stage	Transcript	Gene	Symbol	GeneType	TE_Chr	TE_Start	TE_End	TE_strand	subfamily	class	family	transcript_type
chr4	116551739	116551741	+	-1.343392603	-0.299076898	3.46E-09	4.64E-08	TRUE	As	F	adt	ENSMUST00000138426.1	ENSMUSG00000087299.1	Gm12953	antisense	chr4	116551583	116551911	-	ORR1A4	LTR	ERVL-MaLR	antisense
chr3	40862164	40862166	+	-1.409580907	-0.205716697	3.66E-09	4.87E-08	TRUE	As	F	adt	ENSMUST00000203535.1	ENSMUSG00000107741.2	Gm2011	transcribed_unprocessed_pseudogene	chr3	40862127	40862373	-	IAPEz-int	LTR	ERVK	processed_transcript
chr17	42831029	42831031	-	-1.613629728	-1.188576137	3.91E-09	5.19E-08	TRUE	As	F	adt	ENSMUST00000233626.1	ENSMUSG00000061665.7	Cd2ap	protein_coding	chr17	42831006	42831141	+	B1_Mm	SINE	Alu	retained_intron
chr1	161047141	161047143	-	-1.336329048	1.952982619	4.17E-09	5.49E-08	TRUE	As	F	adt	ENSMUST00000161748.7	ENSMUSG00000026709.10	Dars2	protein_coding	chr1	161047036	161047317	-	MTC	LTR	ERVL-MaLR	processed_transcript
chr17	36272246	36272248	-	-1.421774716	0.456807246	4.98E-09	6.49E-08	TRUE	As	F	adt	ENSMUST00000172832.1	ENSMUSG00000045409.16	Trim39	protein_coding	chr17	36272020	36272580	-	MT2B2	LTR	ERVL	retained_intron
chr5	9034880	9034882	+	-1.444408648	-0.265233246	5.40E-09	7.00E-08	TRUE	As	F	adt	ENSMUST00000225021.1	ENSMUSG00000114430.1	Gm40264	lincRNA	chr5	9034828	9035021	-	L1MD2	LINE	L1	lincRNA
chr2	180040144	180040146	-	-1.731007925	-0.830459044	5.71E-09	7.37E-08	TRUE	As	F	adt	ENSMUST00000132431.1	ENSMUSG00000027566.15	Psma7	protein_coding	chr2	180040007	180040450	+	RMER6B	LTR	ERVK	retained_intron
chr11	59818686	59818688	-	-1.626037582	0.001537517	6.12E-09	7.87E-08	TRUE	As	F	adt	ENSMUST00000126489.1	ENSMUSG00000019373.11	Cops3	protein_coding	chr11	59818656	59818793	+	B1_Mur4	SINE	Alu	processed_transcript
chr18	38866746	38866748	-	-1.269552322	4.170744181	1.92E-08	2.29E-07	TRUE	As	F	adt	ENSMUST00000115582.7	ENSMUSG00000036585.15	Fgf1	protein_coding	chr18	38866679	38867146	+	L2b	LINE	L2	protein_coding
chr1	171326176	171326178	-	-1.409614941	-0.720239277	2.05E-08	2.42E-07	TRUE	As	F	adt	ENSMUST00000192658.1	ENSMUSG00000103983.1	Gm20045	lincRNA	chr1	171326136	171326275	+	B1_Mur2	SINE	Alu	lincRNA
chr11	87701395	87701397	+	-1.066194946	0.947346825	3.32E-08	3.78E-07	TRUE	As	F	adt	ENSMUST00000137077.1	ENSMUSG00000085972.1	1110028F11Rik	sense_intronic	chr11	87701362	87701475	+	X8_LINE	LINE	CR1	sense_intronic
chr12	8511200	8511202	+	-1.315302421	-0.709249476	3.33E-08	3.78E-07	TRUE	As	F	adt	ENSMUST00000219595.1	ENSMUSG00000112276.1	5033421B08Rik	antisense	chr12	8510806	8511285	+	MLT1H2	LTR	ERVL-MaLR	antisense
chr9	86547152	86547154	-	-1.391981296	-2.209134545	3.36E-08	3.82E-07	TRUE	As	F	adt	ENSMUST00000194336.1	ENSMUSG00000103731.1	Gm17530	TEC	chr9	86547085	86547175	-	RLTR42-int	LTR	ERVK	TEC
chr14	79472236	79472238	-	-2.055363777	-1.07241403	3.38E-08	3.83E-07	TRUE	As	F	adt	ENSMUST00000228161.1	ENSMUSG00000022023.6	Wbp4	protein_coding	chr14	79472098	79472248	+	B1_Mm	SINE	Alu	processed_transcript
chr2	164790410	164790412	+	-1.921593191	-0.64484078	4.56E-08	5.03E-07	TRUE	As	F	adt	ENSMUST00000173945.1	ENSMUSG00000050373.13	Snx21	protein_coding	chr2	164790408	164790419	+	B4	SINE	B4	retained_intron
chr2	31446734	31446736	+	-1.278954234	-0.159927005	5.70E-08	6.21E-07	TRUE	As	F	adt	ENSMUST00000142448.7	ENSMUSG00000055632.18	Hmcn2	protein_coding	chr2	31446608	31446970	+	ORR1C2	LTR	ERVL-MaLR	processed_transcript
chr9	21736106	21736108	+	-1.508804056	-0.439145467	8.82E-08	9.30E-07	TRUE	As	F	adt	ENSMUST00000217613.1	ENSMUSG00000032193.9	Ldlr	protein_coding	chr9	21736092	21736282	+	B2_Mm1t	SINE	B2	retained_intron
chr10	80702425	80702427	+	-1.278408872	1.055444383	1.07E-07	1.11E-06	TRUE	As	F	adt	ENSMUST00000218184.1	ENSMUSG00000055862.7	Izumo4	protein_coding	chr10	80702391	80702536	-	B1_Mus2	SINE	Alu	protein_coding
chr3	88551093	88551095	-	-1.536146249	-1.056361464	1.26E-07	1.30E-06	TRUE	As	F	adt	ENSMUST00000145548.1	ENSMUSG00000028062.15	Lamtor2	protein_coding	chr3	88551039	88551257	+	B3	SINE	B2	retained_intron
chr2	151509099	151509101	+	-1.870843575	-1.268832073	1.29E-07	1.32E-06	TRUE	As	F	adt	ENSMUST00000139229.1	ENSMUSG00000027455.16	Nsfl1c	protein_coding	chr2	151508948	151509184	+	URR1B	DNA	hAT-Charlie	retained_intron
chr17	27635544	27635546	-	-0.976633479	4.354608694	1.41E-07	1.43E-06	FALSE	As	F	adt	ENSMUST00000114882.8	ENSMUSG00000052146.16	Rps10	protein_coding	chr17	27635535	27635587	+	ID_B1	SINE	B4	protein_coding
chr14	47729658	47729660	+	-1.493946295	-0.493263234	1.45E-07	1.48E-06	TRUE	As	F	adt	ENSMUST00000190857.1	ENSMUSG00000021843.17	Ktn1	protein_coding	chr14	47729537	47729723	-	B3	SINE	B2	retained_intron
chr4	45874210	45874212	+	-1.369992799	2.726707071	1.56E-07	1.57E-06	TRUE	As	F	adt	ENSMUST00000165478.1	ENSMUSG00000028327.14	Stra6l	protein_coding	chr4	45873954	45874255	-	MTE2a	LTR	ERVL-MaLR	retained_intron
chr17	71240605	71240607	+	-2.019860595	-1.209871597	1.78E-07	1.78E-06	TRUE	As	F	adt	ENSMUST00000133156.7	ENSMUSG00000024052.17	Lpin2	protein_coding	chr17	71240587	71240725	+	RLTR25B	LTR	ERVK	retained_intron
chr8	70140276	70140278	+	-1.711708871	0.580053436	1.78E-07	1.78E-06	TRUE	As	F	adt	ENSMUST00000110139.1	ENSMUSG00000002345.18	Borcs8	protein_coding	chr8	70140221	70140300	+	ID4	SINE	ID	protein_coding
chr3	87208004	87208006	-	-1.061590008	2.340065035	2.38E-07	2.32E-06	TRUE	As	F	adt	ENSMUST00000098980.4	ENSMUSG00000074506.4	Gm10705	processed_pseudogene	chr3	87208001	87208252	+	MTEa	LTR	ERVL-MaLR	processed_pseudogene
chr10	17321610	17321612	-	-1.640313546	-0.774413748	3.00E-07	2.87E-06	TRUE	As	F	adt	ENSMUST00000219259.1	ENSMUSG00000112478.1	Gm47761	lincRNA	chr10	17318562	17324233	-	MMERGLN-int	LTR	ERV1	lincRNA
chr10	78266074	78266076	-	-1.202065129	-0.506923693	3.07E-07	2.93E-06	TRUE	As	F	adt	ENSMUST00000218207.1	ENSMUSG00000112300.1	Gm47976	TEC	chr10	78265999	78266170	-	B2_Mm2	SINE	B2	TEC
chr15	77396933	77396935	-	-1.326128113	-0.458518522	3.44E-07	3.25E-06	TRUE	As	F	adt	ENSMUST00000177135.1	ENSMUSG00000010601.14	Apol7a	protein_coding	chr15	77396797	77396936	+	MT2B	LTR	ERVL	retained_intron
chr15	77396933	77396935	-	-1.326128113	-0.458518522	3.44E-07	3.25E-06	TRUE	As	F	adt	ENSMUST00000177135.1	ENSMUSG00000010601.14	Apol7a	protein_coding	chr15	77396830	77396961	+	B1_Mus2	SINE	Alu	retained_intron
chr1	63144960	63144962	-	-1.384612875	-2.164622266	3.60E-07	3.38E-06	TRUE	As	F	adt	ENSMUST00000190095.1	ENSMUSG00000025968.16	Ndufs1	protein_coding	chr1	63144868	63145136	+	B2_Mm2	SINE	B2	retained_intron
chr12	69323651	69323653	-	-2.123952321	-0.207553684	4.60E-07	4.24E-06	TRUE	As	F	adt	ENSMUST00000221794.1	ENSMUSG00000020982.9	Nemf	protein_coding	chr12	69323552	69323713	+	B2_Mm2	SINE	B2	retained_intron
chr2	25051907	25051909	+	-1.093817112	0.623351146	4.87E-07	4.46E-06	TRUE	As	F	adt	ENSMUST00000138536.1	ENSMUSG00000036833.16	Pnpla7	protein_coding	chr2	25051840	25051930	-	L3b	LINE	CR1	retained_intron
chr10	78405737	78405739	-	-1.539820431	0.213061298	5.57E-07	5.05E-06	TRUE	As	F	adt	ENSMUST00000218962.1	ENSMUSG00000061032.9	Rrp1	protein_coding	chr10	78405724	78405871	+	B1_Mm	SINE	Alu	retained_intron
chr5	143315063	143315065	-	-2.524374785	1.335283714	6.98E-07	6.21E-06	TRUE	As	F	adt	ENSMUST00000159406.7	ENSMUSG00000039244.10	E130309D02Rik	protein_coding	chr5	143314898	143315106	-	Charlie17b	DNA	hAT-Charlie	processed_transcript
chrX	162969104	162969106	+	-0.921858241	1.868521072	7.17E-07	6.36E-06	FALSE	As	F	adt	ENSMUST00000112300.1	ENSMUSG00000031360.14	Ctps2	protein_coding	chrX	162969024	162969136	-	MLT1D	LTR	ERVL-MaLR	protein_coding
chr1	4784565	4784567	-	-0.963697271	0.897796508	7.17E-07	6.36E-06	FALSE	As	F	adt	ENSMUST00000192286.1	ENSMUSG00000033845.13	Mrpl15	protein_coding	chr1	4784531	4784661	+	B1_Mm	SINE	Alu	retained_intron
chr3	87929360	87929362	-	-1.676162726	-0.416494304	7.82E-07	6.87E-06	TRUE	As	F	adt	ENSMUST00000168070.1	ENSMUSG00000004896.16	Rrnad1	protein_coding	chr3	87929295	87929375	-	B1F	SINE	Alu	retained_intron
chr15	76660060	76660062	-	-0.367432345	4.549237361	7.84E-07	6.89E-06	FALSE	As	F	adt	ENSMUST00000081291.12	ENSMUSG00000053929.17	Cyhr1	protein_coding	chr15	76660057	76660089	-	ID_B1	SINE	B4	protein_coding
chr14	66110659	66110661	-	-2.966425785	-1.382401103	9.43E-07	8.16E-06	TRUE	As	F	adt	ENSMUST00000225309.1	ENSMUSG00000022040.8	Ephx2	protein_coding	chr14	66110523	66111193	-	RLTR48A	LTR	ERV1	protein_coding
chr7	24203582	24203584	-	-1.391128994	1.008151854	9.74E-07	8.41E-06	TRUE	As	F	adt	ENSMUST00000056683.2	ENSMUSG00000087598.9	Zfp111	protein_coding	chr7	24203575	24203997	-	MTC	LTR	ERVL-MaLR	protein_coding
chr11	78470225	78470227	+	-1.210506486	-0.530393525	1.02E-06	8.77E-06	TRUE	As	F	adt	ENSMUST00000180786.1	ENSMUSG00000020829.9	Slc46a1	protein_coding	chr11	78470154	78470262	+	PB1D11	SINE	Alu	retained_intron
chr11	48847901	48847903	+	-1.456544999	-0.191213963	1.09E-06	9.33E-06	TRUE	As	F	adt	ENSMUST00000131270.1	ENSMUSG00000040350.16	Trim7	protein_coding	chr11	48847802	48847951	-	ORR1F	LTR	ERVL-MaLR	retained_intron
chr17	36121464	36121466	-	-1.551820552	0.572604379	1.17E-06	9.90E-06	TRUE	As	F	adt	ENSMUST00000174382.7	ENSMUSG00000079491.9	H2-T10	polymorphic_pseudogene	chr17	36121230	36121562	-	RLTR34D_MM	LTR	ERVK	polymorphic_pseudogene
chr3	98763091	98763093	-	-1.338425151	1.308921759	1.31E-06	1.09E-05	TRUE	As	F	adt	ENSMUST00000125483.4	ENSMUSG00000062410.14	Hsd3b3	protein_coding	chr3	98762943	98763241	-	ORR1D1	LTR	ERVL-MaLR	processed_transcript
chr3	60529548	60529550	+	-1.362045068	-0.342654523	2.93E-06	2.28E-05	TRUE	As	F	adt	ENSMUST00000192394.5	ENSMUSG00000027763.13	Mbnl1	protein_coding	chr3	60529467	60529572	-	L1MEd	LINE	L1	retained_intron
chr13	52923867	52923869	-	-1.506835178	-0.666316558	6.90E-06	4.99E-05	TRUE	As	F	adt	ENSMUST00000133906.7	ENSMUSG00000021460.17	Auh	protein_coding	chr13	52923795	52924030	-	L1MC	LINE	L1	processed_transcript
chr9	19622101	19622103	+	-1.943262663	-0.030432383	7.14E-06	5.15E-05	TRUE	As	F	adt	ENSMUST00000213725.1	ENSMUSG00000057551.10	Zfp317	protein_coding	chr9	19622012	19622152	+	LTR33C	LTR	ERVL	protein_coding
chr11	70974739	70974741	+	-1.130304416	0.510678175	7.40E-06	5.32E-05	TRUE	As	F	adt	ENSMUST00000129540.1	ENSMUSG00000018449.12	Rpain	protein_coding	chr11	70974580	70974783	-	ID_B1	SINE	B4	retained_intron
chr7	140906020	140906022	+	-0.584898302	3.627185304	7.71E-06	5.51E-05	FALSE	As	F	adt	ENSMUST00000209817.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	lincRNA
chr7	68300112	68300114	+	-3.570046867	0.295697255	8.26E-06	5.86E-05	TRUE	As	F	adt	ENSMUST00000098378.8	ENSMUSG00000074071.11	Fam169b	protein_coding	chr7	68300112	68300356	-	B4	SINE	B4	protein_coding
chr15	34481706	34481708	+	-0.828020237	0.515820626	9.48E-06	6.64E-05	FALSE	As	F	adt	ENSMUST00000226218.1	ENSMUSG00000115300.1	Gm49188	TEC	chr15	34481655	34481708	+	RMER10A	LTR	ERVL	TEC
chr8	22480290	22480292	+	-0.567487611	1.881193847	1.05E-05	7.30E-05	FALSE	As	F	adt	ENSMUST00000180411.2	ENSMUSG00000097042.2	Gm17491	sense_intronic	chr8	22480288	22480404	-	B4A	SINE	B4	sense_intronic
chr11	43425980	43425982	-	-1.131045592	0.162029903	1.06E-05	7.32E-05	TRUE	As	F	adt	ENSMUST00000117446.7	ENSMUSG00000020415.16	Pttg1	protein_coding	chr11	43425906	43426006	+	ID_B1	SINE	B4	protein_coding
chr5	121571186	121571188	-	-0.51964972	5.358602822	1.53E-05	0.000102007	FALSE	As	F	adt	ENSMUST00000196694.1	ENSMUSG00000029455.14	Aldh2	protein_coding	chr5	121571141	121571255	-	L1MC4	LINE	L1	retained_intron
chr8	93191357	93191359	-	-1.498778422	-1.038974405	1.54E-05	0.000102955	TRUE	As	F	adt	ENSMUST00000212413.1	ENSMUSG00000110496.1	Gm45909	TEC	chr8	93191210	93191405	+	URR1A	DNA	hAT-Charlie	TEC
chr5	114975455	114975457	+	-1.107533623	-0.520690422	1.71E-05	0.000112938	TRUE	As	F	adt	ENSMUST00000202592.1	ENSMUSG00000106838.1	1810017P11Rik	TEC	chr5	114975394	114975506	-	PB1D10	SINE	Alu	TEC
chr4	43655742	43655744	-	-0.946772338	-0.072005104	1.74E-05	0.000114602	FALSE	As	F	adt	ENSMUST00000155985.1	ENSMUSG00000028470.10	Hint2	protein_coding	chr4	43655675	43655797	-	B1F	SINE	Alu	processed_transcript
chr4	43655742	43655744	-	-0.946772338	-0.072005104	1.74E-05	0.000114602	FALSE	As	F	adt	ENSMUST00000155985.1	ENSMUSG00000028470.10	Hint2	protein_coding	chr4	43655705	43655815	-	B4	SINE	B4	processed_transcript
chr11	116027961	116027963	-	-1.974516445	0.939888084	2.11E-05	0.000136555	TRUE	As	F	adt	ENSMUST00000106454.7	ENSMUSG00000016559.14	H3f3b	protein_coding	chr11	116027946	116028063	+	MIR3	SINE	MIR	protein_coding
chr11	89066849	89066851	-	-1.223310724	0.26181141	2.11E-05	0.000136555	TRUE	As	F	adt	ENSMUST00000107894.7	ENSMUSG00000000276.11	Dgke	protein_coding	chr11	89066785	89066944	-	RSINE1	SINE	B4	protein_coding
chr3	95832807	95832809	-	-1.982029436	-1.156203214	2.21E-05	0.000142519	TRUE	As	F	adt	ENSMUST00000163059.1	ENSMUSG00000015748.13	Prpf3	protein_coding	chr3	95832653	95832809	-	B1F	SINE	Alu	retained_intron
chr15	31621971	31621973	+	-0.858774327	0.270144583	2.25E-05	0.000144828	FALSE	As	F	adt	ENSMUST00000227896.1	ENSMUSG00000114995.1	Gm49284	TEC	chr15	31621893	31622288	-	MTA_Mm	LTR	ERVL-MaLR	TEC
chr5	135636531	135636533	+	-1.316097893	0.626837082	2.35E-05	0.000150417	TRUE	As	F	adt	ENSMUST00000084599.3	ENSMUSG00000039917.10	Rhbdd2	protein_coding	chr5	135636418	135636567	+	MIR3	SINE	MIR	retained_intron
chr19	32323228	32323230	-	-1.331926998	-1.03463221	2.94E-05	0.000184327	TRUE	As	F	adt	ENSMUST00000141655.7	ENSMUSG00000040451.17	Sgms1	protein_coding	chr19	32322932	32323281	-	MER99	DNA	hAT?	processed_transcript
chr7	88311477	88311479	+	-0.865172264	-0.081454633	3.16E-05	0.000195854	FALSE	As	F	adt	ENSMUST00000208302.1	ENSMUSG00000109244.1	Gm44751	lincRNA	chr7	88311390	88311503	-	B1_Mur2	SINE	Alu	lincRNA
chr15	77371009	77371011	-	-1.083233182	0.233136156	3.32E-05	0.000204742	TRUE	As	F	adt	ENSMUST00000229296.1	ENSMUSG00000116284.1	Gm3787	transcribed_processed_pseudogene	chr15	77370412	77371133	+	RMER21B	LTR	ERV1	processed_transcript
chr3	89172164	89172166	+	-1.138755314	-0.850664747	3.86E-05	0.000234375	TRUE	As	F	adt	ENSMUST00000153255.7	ENSMUSG00000068917.12	Clk2	protein_coding	chr3	89172117	89172302	-	B2_Mm1a	SINE	B2	retained_intron
chr13	12456522	12456524	-	-1.456026606	-0.498171387	4.07E-05	0.000246206	TRUE	As	F	adt	ENSMUST00000155871.7	ENSMUSG00000057554.13	Lgals8	protein_coding	chr13	12456501	12456577	-	ID_B1	SINE	B4	retained_intron
chr12	87153883	87153885	+	-1.184010767	-0.258750254	4.17E-05	0.000251848	TRUE	As	F	adt	ENSMUST00000220468.1	ENSMUSG00000021033.11	Gstz1	protein_coding	chr12	87153866	87154756	-	MMERVK10C-int	LTR	ERVK	retained_intron
chr12	110978254	110978256	-	-2.074537647	-1.050037937	4.39E-05	0.000263264	TRUE	As	F	adt	ENSMUST00000148765.1	ENSMUSG00000037904.14	Ankrd9	protein_coding	chr12	110978246	110978336	-	MIR3	SINE	MIR	protein_coding
chr2	103715080	103715082	+	-1.547487507	-0.216434318	4.49E-05	0.000268602	TRUE	As	F	adt	ENSMUST00000131122.1	ENSMUSG00000032724.5	Abtb2	protein_coding	chr2	103714991	103715097	-	PB1D10	SINE	Alu	processed_transcript
chr10	77933030	77933032	-	-2.046114452	-2.017384506	5.04E-05	0.000297736	TRUE	As	F	adt	ENSMUST00000153842.8	ENSMUSG00000009292.18	Trpm2	protein_coding	chr10	77932840	77933032	+	B2_Mm1a	SINE	B2	retained_intron
chr4	146511763	146511765	-	-1.240000197	0.967267749	6.12E-05	0.000354967	TRUE	As	F	adt	ENSMUST00000181610.1	ENSMUSG00000096979.1	Gm26880	lincRNA	chr4	146511542	146511841	+	RLTR4_Mm	LTR	ERV1	lincRNA
chr2	90863458	90863460	+	-1.609742483	0.148542625	6.26E-05	0.000362429	TRUE	As	F	adt	ENSMUST00000142350.1	ENSMUSG00000027282.17	Mtch2	protein_coding	chr2	90863282	90863476	-	B2_Mm2	SINE	B2	retained_intron
chr13	100246322	100246324	-	-0.76174895	0.929557648	6.87E-05	0.000394071	FALSE	As	F	adt	ENSMUST00000049789.2	ENSMUSG00000071203.6	Naip5	protein_coding	chr13	100246249	100246432	-	MTC	LTR	ERVL-MaLR	protein_coding
chr12	87155485	87155487	-	-0.847962904	-0.313474992	7.10E-05	0.0004063	FALSE	As	F	adt	ENSMUST00000221468.1	ENSMUSG00000113918.1	Gm6566	antisense	chr12	87155402	87155711	-	RLTR27	LTR	ERVK	antisense
chr14	66112385	66112387	-	-1.036697495	5.674992443	7.47E-05	0.000424607	TRUE	As	F	adt	ENSMUST00000224698.1	ENSMUSG00000022040.8	Ephx2	protein_coding	chr14	66112250	66112919	-	RLTR48A	LTR	ERV1	protein_coding
chr3	142765044	142765046	+	-0.42242337	4.604338998	7.59E-05	0.000431075	FALSE	As	F	adt	ENSMUST00000029938.9	ENSMUSG00000028271.9	Gtf2b	protein_coding	chr3	142764945	142765053	-	MT2B	LTR	ERVL	protein_coding
chr3	135435887	135435889	-	-0.966838705	-0.508918554	8.43E-05	0.000473391	FALSE	As	F	adt	ENSMUST00000196253.1	ENSMUSG00000105449.1	Gm43379	TEC	chr3	135435813	135436025	-	ID_B1	SINE	B4	TEC
chr8	95421532	95421534	-	-1.316279102	-0.352682891	8.76E-05	0.000489802	TRUE	As	F	adt	ENSMUST00000212579.1	ENSMUSG00000031796.7	Cfap20	protein_coding	chr8	95421397	95421595	+	B3	SINE	B2	retained_intron
chr19	5406821	5406823	+	-1.530787499	-0.071275896	9.63E-05	0.000533488	TRUE	As	F	adt	ENSMUST00000153017.6	ENSMUSG00000086938.8	4930481A15Rik	antisense	chr19	5406822	5406935	-	B1_Mus2	SINE	Alu	antisense
chr19	5406821	5406823	+	-1.530787499	-0.071275896	9.63E-05	0.000533488	TRUE	As	F	adt	ENSMUST00000153017.6	ENSMUSG00000086938.8	4930481A15Rik	antisense	chr19	5406362	5406822	-	IAPLTR2_Mm	LTR	ERVK	antisense
chr16	32088154	32088156	-	-1.520736757	-1.035646989	9.81E-05	0.000542732	TRUE	As	F	adt	ENSMUST00000151250.7	ENSMUSG00000023791.16	Pigx	protein_coding	chr16	32088037	32088156	-	B1F	SINE	Alu	processed_transcript
chr5	69566723	69566725	+	-0.662816878	1.804854301	0.000102687	0.000565712	FALSE	As	F	adt	ENSMUST00000125660.2	ENSMUSG00000029208.16	Guf1	protein_coding	chr5	69566719	69566861	+	B1_Mus1	SINE	Alu	retained_intron
chr10	4413744	4413746	-	-1.293051641	-0.288831885	0.000104382	0.000574271	TRUE	As	F	adt	ENSMUST00000137429.1	ENSMUSG00000019763.11	Rmnd1	protein_coding	chr10	4413684	4413749	+	L1M5	LINE	L1	retained_intron
chr3	34055428	34055430	-	-0.603755504	1.389943531	0.000122331	0.000663156	FALSE	As	F	adt	ENSMUST00000198616.1	ENSMUSG00000105135.1	Gm43667	TEC	chr3	34055256	34055435	-	B3	SINE	B2	TEC
chr5	64826808	64826810	+	-2.02092136	-0.008384323	0.000122426	0.000663491	TRUE	As	F	adt	ENSMUST00000198946.1	ENSMUSG00000029178.14	Klf3	protein_coding	chr5	64826752	64826914	+	L2b	LINE	L2	protein_coding
chr11	97778634	97778636	-	-0.692091681	1.748719084	0.00014968	0.000795795	FALSE	As	F	adt	ENSMUST00000150955.1	ENSMUSG00000071415.6	Rpl23	protein_coding	chr11	97778491	97778656	+	B2_Mm1a	SINE	B2	processed_transcript
chr5	21009605	21009607	-	-1.648445504	-0.966082908	0.000152246	0.000807669	TRUE	As	F	adt	ENSMUST00000126853.7	ENSMUSG00000028771.13	Ptpn12	protein_coding	chr5	21009606	21009796	+	B2_Mm2	SINE	B2	retained_intron
chr8	117671546	117671548	-	-0.93375379	3.805054784	0.000155025	0.000821237	FALSE	As	F	adt	ENSMUST00000037955.13	ENSMUSG00000034308.13	Sdr42e1	protein_coding	chr8	117671523	117671602	-	MIRb	SINE	MIR	protein_coding
chr19	5406873	5406875	+	-0.786021192	0.587483097	0.000175983	0.000918269	FALSE	As	F	adt	ENSMUST00000128542.2	ENSMUSG00000086938.8	4930481A15Rik	antisense	chr19	5406822	5406935	-	B1_Mus2	SINE	Alu	antisense
chr2	164796488	164796490	-	-1.098933871	-0.564140819	0.000186406	0.000968677	TRUE	As	F	adt	ENSMUST00000133053.1	ENSMUSG00000017307.16	Acot8	protein_coding	chr2	164796482	164796530	+	ID	SINE	ID	retained_intron
chr14	55590148	55590150	-	-1.781786001	0.714808265	0.000191056	0.000989431	TRUE	As	F	adt	ENSMUST00000161027.7	ENSMUSG00000079197.10	Psme2	protein_coding	chr14	55590148	55590255	-	MIR3	SINE	MIR	retained_intron
chr2	120977016	120977018	+	-2.04788014	0.787375975	0.000192072	0.000993934	TRUE	As	F	adt	ENSMUST00000139428.7	ENSMUSG00000054484.14	Tmem62	protein_coding	chr2	120977008	120977079	-	MIRc	SINE	MIR	nonsense_mediated_decay
chr17	78401429	78401431	-	-1.689143722	1.310709693	0.000212243	0.001087247	TRUE	As	F	adt	ENSMUST00000234601.1	ENSMUSG00000056121.16	Fez2	protein_coding	chr17	78401399	78401710	+	MLT1B	LTR	ERVL-MaLR	processed_transcript
chr6	85953941	85953943	-	-1.574067066	-0.652415176	0.000263207	0.001315356	TRUE	As	F	adt	ENSMUST00000156821.7	ENSMUSG00000030002.15	Dusp11	protein_coding	chr6	85953854	85954045	+	B3A	SINE	B2	processed_transcript
chr6	137835556	137835558	+	-0.999098696	-0.604088641	0.000278358	0.001382927	FALSE	As	F	adt	ENSMUST00000205060.1	ENSMUSG00000030225.11	Dera	protein_coding	chr6	137835281	137835673	-	MTA_Mm	LTR	ERVL-MaLR	retained_intron
chr6	141946815	141946817	-	-1.470751308	1.300626458	0.000314803	0.001543432	TRUE	As	F	adt	ENSMUST00000171651.1	ENSMUSG00000041698.11	Slco1a1	protein_coding	chr6	141946772	141947184	-	MTD	LTR	ERVL-MaLR	retained_intron
chr15	34441664	34441666	-	-1.068085345	-1.068892868	0.000328547	0.001601552	TRUE	As	F	adt	ENSMUST00000136653.1	ENSMUSG00000058600.13	Rpl30	protein_coding	chr15	34441661	34441744	+	B3A	SINE	B2	retained_intron
chr3	86125328	86125330	+	-1.369332471	1.495261365	0.000378912	0.001817291	TRUE	As	F	adt	ENSMUST00000183202.1	ENSMUSG00000028082.13	Sh3d19	protein_coding	chr3	86125206	86125588	+	MTC	LTR	ERVL-MaLR	retained_intron
chr7	30323894	30323896	-	-0.334064618	3.84113449	0.000420462	0.001991038	FALSE	As	F	adt	ENSMUST00000098586.4	ENSMUSG00000074211.4	Sdhaf1	protein_coding	chr7	30323794	30323909	+	ID_B1	SINE	B4	protein_coding
chr17	34951243	34951245	-	-1.229831856	-1.305830895	0.000453335	0.002128979	TRUE	As	F	adt	ENSMUST00000174464.1	ENSMUSG00000092203.7	1110038B12Rik	processed_transcript	chr17	34951201	34951306	+	B2_Mm2	SINE	B2	retained_intron
chr7	29175858	29175860	-	-0.998298594	-0.376166537	0.000459155	0.002152333	FALSE	As	F	adt	ENSMUST00000208592.1	ENSMUSG00000030591.17	Psmd8	protein_coding	chr7	29175762	29175898	+	ID_B1	SINE	B4	retained_intron
chr5	138176568	138176570	+	-1.360253766	-0.749099217	0.000544262	0.002499158	TRUE	As	F	adt	ENSMUST00000134100.1	ENSMUSG00000019518.11	Ap4m1	protein_coding	chr5	138176471	138176590	-	B1_Mus1	SINE	Alu	retained_intron
chr2	26457143	26457145	+	-0.944934928	-1.059426021	0.000554227	0.002538612	FALSE	As	F	adt	ENSMUST00000156099.1	ENSMUSG00000085543.1	Gm13568	processed_transcript	chr2	26456642	26457147	+	RLTR20B5_MM	LTR	ERVK	processed_transcript
chr15	100681961	100681963	-	-0.995717393	2.458418153	0.0006068	0.002756453	FALSE	As	F	adt	ENSMUST00000230572.1	ENSMUSG00000023031.8	Cela1	protein_coding	chr15	100681848	100681978	-	B1_Mur2	SINE	Alu	protein_coding
chr10	93085250	93085252	+	-1.623640226	-0.89442584	0.000636213	0.00287721	TRUE	As	F	adt	ENSMUST00000214288.1	ENSMUSG00000111013.1	Gm32468	lincRNA	chr10	93084990	93085456	+	RLTR31B2	LTR	ERVK	lincRNA
chr9	53670013	53670015	-	-1.767290621	2.142499557	0.000861793	0.003750201	TRUE	As	F	adt	ENSMUST00000120122.7	ENSMUSG00000032030.16	Cul5	protein_coding	chr9	53669664	53670044	-	RLTR20C1_MM	LTR	ERVK	protein_coding
